37.785367, -122.406943
37.785367, -122.406943
37.785367, -122.406943
37.785367, -122.406943
37.783562, -122.405705
37.783562, -122.405705
37.783562, -122.405705
37.783562, -122.405705
37.783562, -122.405705
37.783562, -122.405705
37.781595, -122.404331
37.781595, -122.404331
37.781595, -122.404331
37.781595, -122.404331
37.781595, -122.404331
37.781595, -122.404331
37.781595, -122.404331
37.784783, -122.400984
37.784783, -122.400984
37.784783, -122.400984
37.784783, -122.400984
37.787087, -122.403917
37.787087, -122.403917
37.787087, -122.403917
37.787426, -122.406321
37.787426, -122.406321
37.787426, -122.406321
